id,name,phone,email,cuisine_type,price_range,vat_code
1727,Sunny Bistro,664559690,Sunny@mail.com,japanese,$$,96749188
1728,Taste View Bistro,808751084,Taste@yahoo.com,arabic,$$$$,54382732
1729,Red Harvest,977735388,Red@aol.com,american,$$$,57419081
1730,Spice & Sugar,180349095,Spice@gmx.com,arabic,$,73878473
1731,Whisk Street Cafe,102543014,Whisk@outlook.com,arabic,$$$$,95244889
1732,Golden Street,380227927,Golden@yahoo.com,thai,$$$$,98993294
1733,Zen Street,886837781,Zen@gmx.com,mexican,$,89653168
1734,Golden Pepper Grill,539543275,Golden@outlook.com,japanese,$$,75868713
1735,Copper Edge,685565993,Copper@icloud.com,japanese,$$,29240080
1736,Gourmet Pepper Grill,509906875,Gourmet@gmail.com,american,$$$$,39366813
1737,Eternal Cuisine,841452429,Eternal@hotmail.com,thai,$,47573973
1738,Savor Crunch,766104984,Savor@gmail.com,italian,$$$,42556402
1739,Minty Eats,410103706,Minty@mail.com,italian,$$,27767868
1740,Silver & Fresh,337202494,Silver@outlook.com,american,$$$,57006753
1741,Sunny Perfection,996764390,Sunny@hotmail.com,thai,$$$$,88332226
1742,Harbor Bistro,901935018,Harbor@protonmail.com,japanese,$,82894233
1743,The Side Grill,428436634,The@protonmail.com,arabic,$$$$,87650012
1744,Golden Bliss,747535412,Golden@gmail.com,japanese,$$,14187297
1745,City Seasons,763831116,City@yahoo.com,japanese,$$$,96432158
1746,Golden Tastes,248025790,Golden@icloud.com,japanese,$,80631118
1747,Cheese Bites,891934361,Cheese@protonmail.com,american,$$$,35912426
1748,Taste Street,913385245,Taste@zoho.com,japanese,$$$$,38479347
1749,Fusion Twist,463781477,Fusion@mail.com,italian,$,83096906
1750,Pasta Kettle,872878008,Pasta@yahoo.com,mexican,$,53003066
1751,Mango Fusion,709811665,Mango@protonmail.com,mexican,$$$$,81102495
1752,Wholesome Cuisine,889313286,Wholesome@protonmail.com,italian,$,76884554
1753,Fusion Seasons,647023858,Fusion@yahoo.com,mexican,$,75264616
1754,Chop Pepper Grill,411870776,Chop@icloud.com,vegetarian,$,99167461
1755,Harbor Trail,443703252,Harbor@outlook.com,italian,$$$$,21537045
1756,City Side Grill,501082852,City@yahoo.com,thai,$$$,80845621
1757,Global Harvest,743147701,Global@mail.com,american,$$$,39145137
1758,Global Oven,329325504,Global@hotmail.com,mexican,$$$,13872003
1759,Table Fare,638360849,Table@hotmail.com,mexican,$$$,60934117
1760,Savory Kettle,129991125,Savory@zoho.com,japanese,$,97015072
1761,Pasta Bliss,164888008,Pasta@mail.com,italian,$,14298847
1762,Silver Edge,122605302,Silver@outlook.com,italian,$$,37749329
1763,Silver Pepper Grill,800892707,Silver@mail.com,italian,$$$$,76392571
1764,Cheese Perfection,442193630,Cheese@mail.com,american,$$$,56452984
1765,Brick Kettle,813838152,Brick@hotmail.com,italian,$,43090410
1766,Lemon Delights,766576383,Lemon@aol.com,vegetarian,$$$,54749621
1767,Eternal Delights,515541434,Eternal@outlook.com,vegetarian,$$$$,14549488
1768,Plated Bistro,154759721,Plated@hotmail.com,vegetarian,$,57551878
1769,Sip Chop House,314811750,Sip@gmx.com,american,$$$$,96864840
1770,Whisk Gourmet,647580884,Whisk@mail.com,italian,$$$,72741395
1771,Savory Cuisine,932075207,Savory@yahoo.com,thai,$$,15086345
1772,Zen View Bistro,335989112,Zen@mail.com,japanese,$$,70667054
1773,Pasta Nook,162565049,Pasta@hotmail.com,vegetarian,$$,47135619
1774,Silver & Fresh,721479249,Silver@zoho.com,mexican,$$$,50220788
1775,Eternal Delights,825388574,Eternal@aol.com,american,$$$$,87989291
1776,Crisp Bliss,215160568,Crisp@yahoo.com,japanese,$$$,54122634
1777,Copper & Savor,577516478,Copper@outlook.com,american,$,75926566
1778,Chop Harvest,862488470,Chop@gmx.com,mexican,$$$,61463376
1779,Maple Seasons,853162453,Maple@hotmail.com,arabic,$$$,92039013
1780,Brick & Ladle,378651408,Brick@aol.com,mexican,$,94453318
1781,Mosaic & Fresh,480554726,Mosaic@zoho.com,american,$$,29185335
1782,Maple Fusion,332551030,Maple@zoho.com,arabic,$$,62846328
1783,Sip Roaming Fork,659090735,Sip@hotmail.com,thai,$$,55504713
1784,Chop Bites,116840565,Chop@mail.com,arabic,$,85509388
1785,Sunny Oven,416897598,Sunny@mail.com,american,$$,50076370
1786,Cheese Spoon,400007941,Cheese@gmx.com,vegetarian,$$,59449310
1787,Harbor Kettle,180035964,Harbor@hotmail.com,arabic,$$$,84210909
1788,Spice Harvest,487208505,Spice@outlook.com,thai,$$$$,30086198
1789,Global Crunch,983023723,Global@mail.com,japanese,$$,59624324
1790,Sip Spoon,955245213,Sip@icloud.com,arabic,$$,13495452
1791,Salt Please,640388202,Salt@hotmail.com,thai,$$,48946644
1792,Blue Crunch,855963193,Blue@zoho.com,italian,$$$$,60217090
1793,Epicurean Bistro,266279348,Epicurean@icloud.com,thai,$,36785538
1794,Chop Tastes,868100980,Chop@hotmail.com,mexican,$$$$,98232384
1795,Sunny Street Cafe,782331880,Sunny@gmx.com,japanese,$$$$,98854378
1796,Epicurean Fare,948718280,Epicurean@outlook.com,japanese,$$$,31555280
1797,Nectar Delights,157079989,Nectar@gmx.com,vegetarian,$$,26639236
1798,Zen Garden,472925186,Zen@zoho.com,american,$,86863443
1799,Red Wok,600818427,Red@zoho.com,thai,$$$$,71530264
1800,Tender Twist,689870960,Tender@protonmail.com,japanese,$$,10844767
1801,Spice Wok,818342790,Spice@outlook.com,japanese,$$,48140841
1802,Whisk Fare,371983956,Whisk@hotmail.com,thai,$$$$,23418475
1803,Gourmet Tales,831829251,Gourmet@gmail.com,mexican,$,61103536
1804,Copper Zest,730027040,Copper@yahoo.com,vegetarian,$,68327562
1805,Tender Haven,340582821,Tender@gmail.com,arabic,$$$$,18026408
1806,Savory Trail,647241602,Savory@outlook.com,mexican,$$$$,47201161
1807,Wholesome Street,926407164,Wholesome@zoho.com,japanese,$$,21971975
1808,Pasta Delights,349356097,Pasta@yahoo.com,thai,$$,76120521
1809,Savory Tales,123804405,Savory@gmail.com,vegetarian,$$$$,56218463
1810,Wholesome Twist,939180125,Wholesome@icloud.com,mexican,$$,70943176
1811,Golden Zest,132906431,Golden@hotmail.com,american,$$,19497591
1812,Savor Fare,406018269,Savor@mail.com,thai,$$,45192477
1813,Urban Gourmet,122336011,Urban@icloud.com,american,$,81406426
1814,Blue Harvest,701178644,Blue@zoho.com,japanese,$$,94497114
1815,Table Seasons,139696395,Table@aol.com,arabic,$$,58380478
1816,Basil Plate,495242075,Basil@aol.com,american,$$$,82067065
1817,Mango Chop House,773044824,Mango@hotmail.com,japanese,$$$,80831290
1818,Taste & Savor,119640531,Taste@mail.com,american,$$,30426906
1819,Brick Twist,516322609,Brick@protonmail.com,japanese,$$$,13278761
1820,Urban Trail,933245340,Urban@outlook.com,arabic,$$$,70394436
1821,Crisp Fusion,598848957,Crisp@hotmail.com,american,$,99424080
1822,Copper & Ladle,799070124,Copper@gmail.com,mexican,$$,17305197
1823,The Gourmet,513255413,The@gmx.com,vegetarian,$$,93214356
1824,Gourmet & Fresh,297550982,Gourmet@aol.com,mexican,$$$$,10162428
1825,Savory Side Grill,243661980,Savory@gmx.com,arabic,$,51556205
1826,Maple Palace,474055792,Maple@icloud.com,japanese,$$,32150020
1827,Crafted Gourmet,846484812,Crafted@gmail.com,mexican,$$$$,35584989
1828,Sip View Bistro,106563232,Sip@gmx.com,vegetarian,$$,19447875
1829,Twisted Plate,707421548,Twisted@gmail.com,thai,$$,25616245
1830,The Oven,850523316,The@icloud.com,italian,$$$$,57155890
1831,Crispy Zest,208557437,Crispy@mail.com,thai,$$$,82242986
1832,Wholesome Tastes,681865203,Wholesome@icloud.com,american,$,99329725
1833,Urban Delights,544593809,Urban@mail.com,japanese,$$$,39628817
1834,Bella Harvest,232872260,Bella@protonmail.com,arabic,$,75449769
1835,Mango Fusion,484701239,Mango@aol.com,mexican,$$,33397340
1836,Table & Fresh,418315170,Table@mail.com,italian,$$$,98729567
1837,Table Wok,918841310,Table@gmx.com,arabic,$$$$,93633300
1838,Whisk Wok,882152157,Whisk@yahoo.com,italian,$$$$,62663682
1839,Global Kitchen,385946140,Global@gmail.com,vegetarian,$$,81783636
1840,Tender Oven,164748595,Tender@protonmail.com,american,$$$$,10731805
1841,Table Kettle,556078411,Table@hotmail.com,mexican,$$$$,63686058
1842,The View Bistro,574547807,The@mail.com,thai,$$$,31453719
1843,The Trail,485173062,The@gmail.com,arabic,$$$,16876568
1844,Epicurean & Fresh,462377220,Epicurean@mail.com,arabic,$,68159958
1845,Spice Delights,882192960,Spice@outlook.com,italian,$,86550365
1846,Mosaic Zest,613170972,Mosaic@hotmail.com,vegetarian,$,69440694
1847,The Tales,532189341,The@icloud.com,arabic,$,54982731
1848,Red & Ladle,565903856,Red@aol.com,mexican,$$$,80495350
1849,Cheese Chop House,836167065,Cheese@outlook.com,italian,$$,13443591
1850,Twisted Oven,117022547,Twisted@gmx.com,thai,$$$$,21464173
1851,Pasta Haven,421165281,Pasta@gmail.com,arabic,$$$,13468449
1852,Mosaic Roaming Fork,905197284,Mosaic@yahoo.com,arabic,$$$$,79668807
1853,Brick Grind,448760003,Brick@icloud.com,italian,$$$$,15736393
1854,Urban Greens,929403406,Urban@aol.com,vegetarian,$$$,33327916
1855,Cheese Bistro,777543604,Cheese@hotmail.com,mexican,$$,79880717
1856,Savory Roaming Fork,261593835,Savory@hotmail.com,american,$,67156114
1857,Silver Please,655870961,Silver@outlook.com,american,$,59976043
1858,Sip Zest,571065644,Sip@gmail.com,vegetarian,$,97216758
1859,Nectar Fusion,312627596,Nectar@gmx.com,italian,$$$,39308387
1860,Sunny Grind,107284784,Sunny@outlook.com,italian,$$,12538848
1861,Lemon Oven,213098397,Lemon@zoho.com,arabic,$$,52520901
1862,Copper Seasons,820332771,Copper@yahoo.com,mexican,$$$$,51815551
1863,Crispy Oven,380027707,Crispy@gmail.com,vegetarian,$,34241660
1864,Sip Delights,575528646,Sip@zoho.com,italian,$$,70532557
1865,Red Kettle,393951985,Red@outlook.com,arabic,$$$,91788307
1866,Pasta Bliss,364259509,Pasta@icloud.com,arabic,$$,68973013
1867,Nectar Eats,544145684,Nectar@yahoo.com,arabic,$$,29154320
1868,Ocean Zest,528331760,Ocean@mail.com,thai,$$$$,34671532
1869,Basil Tastes,803154276,Basil@yahoo.com,italian,$,35202392
1870,Crisp Cuisine,378252839,Crisp@yahoo.com,arabic,$$$$,37687385
1871,Tender Please,297456008,Tender@gmail.com,mexican,$,56106324
1872,Gourmet Pepper Grill,570568466,Gourmet@mail.com,japanese,$$,78049683
1873,Blue Trail,144584240,Blue@hotmail.com,japanese,$$,41459590
1874,Twisted Fusion,256634921,Twisted@hotmail.com,mexican,$,29590457
1875,Twisted Fusion,699301337,Twisted@zoho.com,vegetarian,$$$$,34842689
1876,Table Wok,911254902,Table@aol.com,mexican,$$$,25482753
1877,Fusion Bistro,464219703,Fusion@yahoo.com,vegetarian,$$$$,97762844
1878,Nectar Harvest,750363223,Nectar@outlook.com,vegetarian,$$,25305769
1879,Table Kitchen,979341980,Table@protonmail.com,mexican,$$$,65775868
1880,Fusion Oven,851567474,Fusion@aol.com,american,$$,66882255
1881,Crafted Bites,103043625,Crafted@zoho.com,mexican,$$$,51517305
1882,Gourmet Plate,526874618,Gourmet@mail.com,japanese,$$$$,14501183
1883,Ocean Nook,388022421,Ocean@mail.com,arabic,$,60522519
1884,Salt Fare,374770640,Salt@mail.com,mexican,$$,97047483
1885,Crispy Spoon,193681569,Crispy@gmx.com,mexican,$$$$,38507619
1886,Harbor Crunch,486692829,Harbor@outlook.com,mexican,$$,92921182
1887,Bella Delights,506826909,Bella@gmx.com,vegetarian,$$,38479987
1888,Eternal Fusion,705086861,Eternal@zoho.com,italian,$$$,60120014
1889,Cheese Garden,727998037,Cheese@yahoo.com,thai,$$,63995400
1890,Mosaic Harvest,221929062,Mosaic@protonmail.com,thai,$,42806599
1891,Harbor Edge,413295974,Harbor@outlook.com,italian,$$,16977887
1892,Sunny Street Cafe,800588165,Sunny@hotmail.com,arabic,$$$$,57777643
1893,Crafted Eats,224865092,Crafted@outlook.com,italian,$$$$,98663946
1894,Brick Tastes,485925162,Brick@protonmail.com,mexican,$$,34572773
1895,Epicurean Roaming Fork,531421675,Epicurean@protonmail.com,italian,$$,83541307
1896,Sip Spoon,102369271,Sip@aol.com,italian,$$,30934285
1897,Urban Bistro,129431673,Urban@protonmail.com,vegetarian,$$$$,14902240
1898,Twisted Garden,295239488,Twisted@yahoo.com,italian,$$,85518479
1899,Basil Plate,775478691,Basil@icloud.com,vegetarian,$$,27201225
1900,Golden Eats,669847323,Golden@yahoo.com,vegetarian,$$$$,93868345
1901,Pasta Delights,106463553,Pasta@mail.com,thai,$$$$,19581459
1902,Savor View Bistro,462187492,Savor@aol.com,japanese,$$,59448884
1903,City Please,481364426,City@mail.com,mexican,$,45343944
1904,Mosaic Delights,439568821,Mosaic@yahoo.com,mexican,$$,54826221
1905,Cheese Please,205789057,Cheese@protonmail.com,arabic,$$$$,98628307
1906,Urban Trail,137676511,Urban@protonmail.com,italian,$$$$,11082595
1907,Global Perfection,865816859,Global@outlook.com,american,$$$,83720610
1908,City Seasons,376834607,City@outlook.com,mexican,$,47447767
1909,Epicurean Fare,743981366,Epicurean@protonmail.com,mexican,$,78093731
1910,Crafted Fusion,656354300,Crafted@icloud.com,arabic,$$$$,15407755
1911,Ocean Nook,501738614,Ocean@protonmail.com,arabic,$,26254908
1912,Blue Bliss,494807512,Blue@aol.com,arabic,$$$$,28364931
1913,Cheese Eats,675240949,Cheese@aol.com,thai,$,62121894
1914,Sip Please,118632146,Sip@mail.com,mexican,$$$,38210055
1915,Twisted & Savor,471264349,Twisted@zoho.com,mexican,$$,75434344
1916,Urban Kettle,114702637,Urban@hotmail.com,arabic,$,18774295
1917,Sip Bites,488904088,Sip@zoho.com,vegetarian,$,48601289
1918,Chop View Bistro,688446783,Chop@yahoo.com,japanese,$$$,41922677
1919,Mosaic Perfection,971233136,Mosaic@mail.com,italian,$$,43982223
1920,Mosaic Bliss,586477441,Mosaic@icloud.com,italian,$,72367974
1921,Sunny Delights,646981707,Sunny@gmx.com,arabic,$$$,97932215
1922,Gourmet & Savor,415954636,Gourmet@gmail.com,italian,$$$$,94133639
1923,Pasta Palace,455240451,Pasta@zoho.com,vegetarian,$$$$,35778720
1924,Urban Chop House,161658113,Urban@hotmail.com,arabic,$,39197765
1925,City Perfection,652657317,City@mail.com,mexican,$,67184201
1926,Cheese Crunch,860048099,Cheese@hotmail.com,vegetarian,$$,43329499
1927,Minty Greens,163772715,Minty@yahoo.com,american,$,22992437
1928,Copper Spoon,227194430,Copper@hotmail.com,thai,$$$,78944526
1929,Gourmet & Sugar,689294284,Gourmet@hotmail.com,japanese,$$$$,23869798
1930,Crafted Kettle,427436983,Crafted@gmx.com,arabic,$,62615734
1931,Brick Wok,949785296,Brick@aol.com,vegetarian,$$$,80095690
1932,Global Kettle,444376702,Global@hotmail.com,vegetarian,$$$,79346218
1933,Lemon Fare,113411441,Lemon@yahoo.com,thai,$$$,21806574
1934,Copper Bites,848024307,Copper@aol.com,arabic,$$$,64848588
1935,Crafted Bistro,149014175,Crafted@hotmail.com,american,$$,72822462
1936,Taste Edge,600890365,Taste@icloud.com,arabic,$$$$,34446955
1937,The Crunch,216008887,The@yahoo.com,arabic,$$$,21186562
1938,Savor Cuisine,248571509,Savor@aol.com,italian,$$$$,87611472
1939,Mosaic Oven,700421462,Mosaic@hotmail.com,japanese,$,16257659
1940,Eternal Zest,117395407,Eternal@hotmail.com,american,$,59697078
1941,Harbor Delights,578341445,Harbor@protonmail.com,arabic,$$$$,33949871
1942,Zen Fusion,536851312,Zen@gmail.com,american,$$,55998501
1943,Epicurean Street,280313127,Epicurean@outlook.com,thai,$$,24992110
1944,Harbor & Sugar,540359434,Harbor@zoho.com,mexican,$$,81524960
1945,Sip Bites,178454687,Sip@protonmail.com,mexican,$$$$,96143936
1946,Sip Bliss,558962131,Sip@outlook.com,vegetarian,$,61737474
1947,Urban Grind,611585437,Urban@mail.com,japanese,$$,71434314
1948,Silver Fare,580237543,Silver@zoho.com,mexican,$$,99454295
1949,Lemon Spoon,173419845,Lemon@gmx.com,italian,$$,77858365
1950,Silver Cuisine,163046842,Silver@yahoo.com,arabic,$$$$,86044633
1951,Crispy Please,620154292,Crispy@aol.com,thai,$$$$,34833451
1952,Sunny Trail,507210115,Sunny@yahoo.com,american,$$,84169360
1953,Wholesome Perfection,387004846,Wholesome@mail.com,thai,$,82879537
1954,Sunny Zest,388380726,Sunny@hotmail.com,mexican,$,35871917
1955,Red Street,382809079,Red@gmail.com,arabic,$$$,84956929
1956,Savory Eats,501544191,Savory@hotmail.com,arabic,$$$,28334895
1957,Global Bites,646379323,Global@outlook.com,mexican,$$,87987540
1958,Crisp & Ladle,449661966,Crisp@zoho.com,thai,$$$,65873882
1959,Table Street,442975257,Table@gmail.com,arabic,$,69537706
1960,Cheese Gourmet,389498334,Cheese@mail.com,american,$,76814540
1961,Twisted Spoon,328630913,Twisted@mail.com,american,$$$,81793459
1962,Golden & Ladle,623917071,Golden@hotmail.com,vegetarian,$$,22389668
1963,Golden Delights,129466412,Golden@protonmail.com,american,$$,61063045
1964,Mosaic Bites,756068025,Mosaic@outlook.com,thai,$$,43529325
1965,Eternal Nook,269455087,Eternal@hotmail.com,arabic,$$$$,75419793
1966,Urban Please,376948745,Urban@outlook.com,arabic,$,53534506
1967,The Zest,228666580,The@mail.com,thai,$$$,93831996
1968,Crisp Bites,831779221,Crisp@icloud.com,mexican,$,39196402
1969,Blue Roaming Fork,288589886,Blue@zoho.com,vegetarian,$$$,78886394
1970,Basil Seasons,579014632,Basil@outlook.com,american,$$$,39819487
1971,Sunny Kettle,973145865,Sunny@protonmail.com,american,$$$$,91674049
1972,Brick Twist,847280198,Brick@yahoo.com,italian,$$,84809910
1973,Whisk Side Grill,487349935,Whisk@aol.com,vegetarian,$$$$,46952567
1974,Savory Street Cafe,383948450,Savory@icloud.com,vegetarian,$,47577467
1975,Crispy Pepper Grill,945903333,Crispy@aol.com,vegetarian,$$,48957999
1976,Salt Edge,507961358,Salt@yahoo.com,italian,$$$,65647951
1977,Urban & Fresh,414714850,Urban@outlook.com,thai,$$,38134699
1978,Mosaic Palace,341843325,Mosaic@protonmail.com,vegetarian,$$,98320032
1979,Ocean Pepper Grill,895970744,Ocean@hotmail.com,vegetarian,$$$$,12828520
1980,Red Nook,632562378,Red@gmx.com,american,$,43514625
1981,Zen Spoon,858077511,Zen@gmx.com,thai,$,19903243
1982,Copper Kettle,581147797,Copper@outlook.com,arabic,$$$,82678421
1983,City Delights,418487302,City@mail.com,thai,$$$,68514273
1984,Salt Greens,164934631,Salt@gmx.com,arabic,$$$$,52420059
1985,Red Zest,576531988,Red@hotmail.com,vegetarian,$$$$,80788598
1986,Twisted Street,456744022,Twisted@hotmail.com,japanese,$$$,56377832
1987,Urban & Savor,787704159,Urban@gmx.com,american,$,86188187
1988,Zen Oven,493100118,Zen@zoho.com,vegetarian,$$$,90271642
1989,Pasta Plate,230197531,Pasta@mail.com,thai,$$$$,34549639
1990,Epicurean Street Cafe,749954806,Epicurean@yahoo.com,arabic,$$$$,65735805
1991,Crispy & Savor,548350043,Crispy@gmail.com,mexican,$$$,80727308
1992,Twisted & Sugar,237106327,Twisted@icloud.com,american,$$,82780138
1993,Salt Palace,731072292,Salt@icloud.com,mexican,$$,74069789
1994,Wholesome & Ladle,154310850,Wholesome@outlook.com,italian,$$$,26363926
1995,Crispy Bites,934148064,Crispy@protonmail.com,thai,$$$,73135074
1996,Zen Kettle,830771928,Zen@yahoo.com,japanese,$$$,84863753
1997,Eternal Roaming Fork,640316742,Eternal@yahoo.com,vegetarian,$$$,59129370
1998,Basil Side Grill,295749594,Basil@protonmail.com,mexican,$$$$,44087883
1999,Eternal Gourmet,486740708,Eternal@yahoo.com,american,$$,79304468
2000,Crafted Chop House,702328183,Crafted@mail.com,mexican,$$$$,28965204
2001,Minty Greens,234466711,Minty@protonmail.com,thai,$$$,11648886
2002,Crafted Pepper Grill,292835581,Crafted@hotmail.com,american,$$$$,72126477
2003,Plated Crunch,439268015,Plated@icloud.com,thai,$$$,40120891
2004,Gourmet Roaming Fork,953684222,Gourmet@yahoo.com,japanese,$$$$,15967816
2005,Blue Tales,822690409,Blue@protonmail.com,japanese,$$$$,92465670
2006,Salt Side Grill,934789623,Salt@icloud.com,vegetarian,$$$$,66824957
2007,The & Fresh,350520081,The@protonmail.com,american,$,88408415
2008,Bella Fusion,992511158,Bella@zoho.com,japanese,$$$$,39092034
2009,Whisk Garden,947280675,Whisk@mail.com,vegetarian,$$$$,53537195
2010,Maple Street Cafe,573091878,Maple@gmx.com,american,$,15557866
2011,Mango Kitchen,717510520,Mango@protonmail.com,arabic,$$$,77333286
2012,Wholesome View Bistro,829957423,Wholesome@gmx.com,american,$$$$,41826085
2013,Salt Kitchen,341804914,Salt@protonmail.com,mexican,$$$,78580089
2014,Twisted Chop House,271335383,Twisted@zoho.com,vegetarian,$$,57869162
2015,Tender Edge,768606699,Tender@yahoo.com,mexican,$$$$,50165344
2016,Sunny Gourmet,860996699,Sunny@outlook.com,american,$$,67793192
2017,Twisted Fusion,959316320,Twisted@gmx.com,italian,$,42199838
2018,Red Perfection,351464392,Red@gmail.com,japanese,$$$,37477485
2019,Urban Haven,212834061,Urban@gmx.com,mexican,$$,22397632
2020,Global Plate,840930617,Global@aol.com,thai,$$$,20820977
2021,Brick Kettle,734010013,Brick@zoho.com,japanese,$,84061015
2022,Savor Fare,353527162,Savor@yahoo.com,italian,$$$,93668909
2023,Blue Nook,246994719,Blue@icloud.com,arabic,$$,62163954
2024,Brick Trail,933201156,Brick@protonmail.com,vegetarian,$,54212425
2025,The Seasons,832748652,The@icloud.com,american,$$,93831913
2026,Silver Eats,573086992,Silver@protonmail.com,japanese,$,51199162
2027,Chop Twist,705852107,Chop@aol.com,arabic,$,83593845
2028,Spice Edge,267522384,Spice@zoho.com,arabic,$,25865846
2029,Basil Harvest,239764014,Basil@outlook.com,arabic,$$$$,70494021
2030,Crispy Bistro,609113396,Crispy@zoho.com,italian,$$$$,12378111
2031,Crispy Twist,256616530,Crispy@protonmail.com,mexican,$$$$,75259036
2032,Whisk Greens,839332350,Whisk@mail.com,arabic,$,45328615
2033,City View Bistro,886834059,City@mail.com,italian,$$,98322196
2034,Red Delights,953962211,Red@protonmail.com,mexican,$,27919279
2035,Urban Kettle,956103570,Urban@outlook.com,italian,$$,63281154
2036,City Seasons,391671820,City@mail.com,italian,$$$,71728005
2037,Copper Gourmet,922862665,Copper@yahoo.com,thai,$$,38249395
2038,Eternal Pepper Grill,958823139,Eternal@icloud.com,mexican,$$$$,68674665
2039,Harbor Please,367941008,Harbor@hotmail.com,thai,$,95059135
2040,Spice Palace,875112280,Spice@hotmail.com,mexican,$$$,43705854
2041,Sunny Street,449818223,Sunny@icloud.com,american,$$,73852818
2042,Plated & Savor,517949345,Plated@hotmail.com,italian,$$$$,53750310
2043,Copper Tales,363162899,Copper@outlook.com,american,$$,50064758
2044,Gourmet Seasons,162516546,Gourmet@outlook.com,american,$,15305412
2045,Minty & Savor,374933722,Minty@outlook.com,thai,$$,80644619
2046,Crisp Moments,710830764,Crisp@zoho.com,mexican,$$,47870175
2047,Cheese Edge,920339250,Cheese@hotmail.com,american,$$,49994019
2048,Copper Gourmet,538521408,Copper@gmail.com,american,$,10818018
2049,City Please,721700882,City@zoho.com,american,$$$,34119546
2050,Minty Delights,239731225,Minty@yahoo.com,thai,$$,18787482
2051,Crisp Wok,896827265,Crisp@zoho.com,italian,$,48073116
2052,Chop Moments,563583619,Chop@gmail.com,american,$,36518838
2053,Silver Perfection,905955468,Silver@mail.com,american,$$$,80626082
2054,Chop Nook,165703887,Chop@mail.com,italian,$$$$,19234131
2055,Lemon Oven,962421497,Lemon@protonmail.com,american,$,11174315
2056,Maple & Fresh,185879610,Maple@outlook.com,mexican,$,26115281
2057,Maple & Ladle,696661693,Maple@mail.com,american,$,80506360
2058,City Haven,500966868,City@mail.com,american,$$,73913437
2059,Minty Tastes,763642462,Minty@gmail.com,arabic,$$$,41321295
2060,Taste Pepper Grill,583294744,Taste@hotmail.com,italian,$$$,77536352
2061,Tender Twist,700036556,Tender@gmx.com,mexican,$,15582694
2062,Ocean Zest,156175326,Ocean@icloud.com,vegetarian,$$$,27666932
2063,Crafted Palace,732434970,Crafted@hotmail.com,japanese,$$,53191966
2064,Copper Delights,281319120,Copper@zoho.com,italian,$$$,89170082
2065,Nectar View Bistro,394286495,Nectar@protonmail.com,vegetarian,$,61497522
2066,Sip Zest,668053076,Sip@zoho.com,arabic,$$$,80885318
2067,Nectar View Bistro,407324029,Nectar@yahoo.com,american,$$$,37949336
2068,Gourmet Nook,463112609,Gourmet@aol.com,mexican,$$$,16047626
2069,Plated Delights,230394978,Plated@zoho.com,japanese,$$$,44014889
2070,Twisted & Ladle,633542257,Twisted@gmx.com,italian,$$,16618049
2071,Savory Tastes,851309558,Savory@hotmail.com,vegetarian,$$,13892016
2072,Mango Zest,190077042,Mango@hotmail.com,thai,$$$,77533630
2073,Ocean Street Cafe,975721175,Ocean@gmail.com,japanese,$$$,57689268
2074,Twisted Side Grill,601422945,Twisted@outlook.com,arabic,$$,80507635
2075,Epicurean View Bistro,224131330,Epicurean@mail.com,japanese,$,94759787
2076,Copper Pepper Grill,511279290,Copper@mail.com,thai,$$,25271822
2077,Silver Eats,548119228,Silver@icloud.com,thai,$$$$,82537692
2078,Harbor Fusion,614975271,Harbor@protonmail.com,thai,$$$,57368403
2079,Taste Grind,174244877,Taste@outlook.com,italian,$$$,81324914
2080,Table Bliss,335373679,Table@gmx.com,mexican,$,63735564
2081,Wholesome Pepper Grill,398799774,Wholesome@mail.com,mexican,$$$,97245490
2082,Brick Bites,749179709,Brick@hotmail.com,arabic,$$$,53909297
2083,Tender Pepper Grill,720152225,Tender@protonmail.com,arabic,$$$,51288019
2084,Wholesome Delights,331228327,Wholesome@protonmail.com,american,$$$,26296380
2085,Savory Palace,538170663,Savory@gmx.com,vegetarian,$$$$,12117102
2086,Crisp Gourmet,290655012,Crisp@zoho.com,vegetarian,$$$$,52066169
2087,Plated Street,200357099,Plated@protonmail.com,mexican,$,28079290
2088,Twisted Tales,432048686,Twisted@outlook.com,thai,$$$$,12170103
2089,Blue Twist,204191321,Blue@gmail.com,japanese,$,81857477
2090,Bella Seasons,296824722,Bella@hotmail.com,vegetarian,$$$$,40437013
2091,Whisk Fusion,450706132,Whisk@outlook.com,mexican,$$,26108492
2092,Urban Delights,527392531,Urban@gmail.com,japanese,$$,68113423
2093,Mango Delights,743475111,Mango@mail.com,american,$$$$,15035164
2094,Taste Palace,740908523,Taste@mail.com,italian,$,78915730
2095,Crispy Palace,330891104,Crispy@hotmail.com,italian,$$$,16094006
2096,Mango Chop House,668475423,Mango@outlook.com,japanese,$$$$,74040428
2097,Chop Haven,556123256,Chop@gmx.com,mexican,$$$,71524869
2098,Chop Street,226502876,Chop@mail.com,thai,$$,64036466
2099,Harbor Bistro,250660956,Harbor@zoho.com,mexican,$$,53288742
2100,Harbor View Bistro,342370305,Harbor@aol.com,japanese,$$,13187975
2101,Wholesome Bites,885817222,Wholesome@mail.com,italian,$$,68775719
2102,Twisted Trail,169385306,Twisted@mail.com,american,$$,72917385
2103,Mosaic Roaming Fork,946118460,Mosaic@gmx.com,vegetarian,$,99312074
2104,Plated Trail,553789120,Plated@outlook.com,italian,$$$$,28679856
2105,Cheese Pepper Grill,487628697,Cheese@mail.com,vegetarian,$$,86714759
