id,name,phone,email,cuisine_type,price_range,vat_code
1764,Copper Crunch,8459264684,Copper@protonmail.com,american,$,5770244356
1765,Blue Fusion,4542810623,Blue@aol.com,vegetarian,$$$$,4202974130
1766,Maple Kitchen,1708498826,Maple@yahoo.com,japanese,$$$$,4489821001
1767,Golden Edge,1928091462,Golden@outlook.com,mexican,$,5914722115
1768,Copper Please,3283467461,Copper@hotmail.com,thai,$$,4717960608
1769,Table Bites,7054644548,Table@aol.com,mexican,$$,9399827482
1770,Maple Haven,1574611167,Maple@mail.com,italian,$$$,3759413998
1771,Silver Street,4982069161,Silver@outlook.com,italian,$$$,6311873874
1772,Tender Perfection,4315201564,Tender@aol.com,vegetarian,$$$$,4295671524
1773,Copper Spoon,5167059933,Copper@hotmail.com,italian,$$$,2132127880
1774,Ocean Grind,7261397766,Ocean@zoho.com,italian,$$$,4437583020
1775,Sunny Grind,3730035968,Sunny@mail.com,arabic,$$,3085843150
1776,Basil Bites,7267477550,Basil@zoho.com,japanese,$,9403677261
1777,Mosaic Zest,4011085030,Mosaic@gmail.com,arabic,$,2713216839
1778,Table Side Grill,6228337755,Table@icloud.com,italian,$$$$,9611286123
1779,Cheese Cuisine,5170053307,Cheese@protonmail.com,arabic,$$$,5234853569
1780,Golden Pepper Grill,1490521850,Golden@hotmail.com,japanese,$$,3080765931
1781,Cheese Oven,5248047483,Cheese@yahoo.com,vegetarian,$$$,3895603496
1782,Harbor View Bistro,6961971819,Harbor@outlook.com,thai,$$$,1241172964
1783,Mosaic Tastes,9056591258,Mosaic@zoho.com,vegetarian,$,5151527122
1784,Crisp View Bistro,8679693949,Crisp@zoho.com,vegetarian,$$$,1922879950
1785,Lemon Street,5570257617,Lemon@yahoo.com,mexican,$$$,7972452540
1786,Fusion Delights,6062181537,Fusion@gmail.com,vegetarian,$$,5966425270
1787,Whisk Twist,5500589616,Whisk@mail.com,arabic,$$$,5506167779
1788,Ocean Tales,9320259947,Ocean@gmail.com,japanese,$,6855252426
1789,Pasta Trail,4877293331,Pasta@gmx.com,american,$$$$,5521027479
1790,Golden Wok,7706997802,Golden@gmx.com,japanese,$,6731553874
1791,Fusion Crunch,7241033406,Fusion@yahoo.com,arabic,$$,9984044015
1792,Golden View Bistro,7562269716,Golden@yahoo.com,mexican,$,1633260324
1793,Gourmet Kitchen,7809238858,Gourmet@hotmail.com,mexican,$$,6870934808
1794,Taste Tales,6426292641,Taste@protonmail.com,american,$$$$,4029167005
1795,Fusion Tales,4774077050,Fusion@mail.com,italian,$$$$,5146780108
1796,Brick & Ladle,5279549771,Brick@gmx.com,japanese,$$$$,3167968753
1797,Savor Perfection,5775342841,Savor@hotmail.com,japanese,$$$$,9528273935
1798,Salt Tales,3023591885,Salt@protonmail.com,arabic,$,1520616197
1799,Ocean View Bistro,4723518384,Ocean@aol.com,italian,$,7109800820
1800,Lemon Gourmet,6998589399,Lemon@aol.com,thai,$$$,6108531595
1801,Savory Street,2194775711,Savory@zoho.com,thai,$$$,2265040573
1802,Silver Spoon,4044014514,Silver@outlook.com,vegetarian,$$$,2562353505
1803,Blue View Bistro,2928319715,Blue@zoho.com,arabic,$$$,8881740443
1804,Wholesome & Savor,4519371231,Wholesome@outlook.com,mexican,$,8309164692
1805,City Delights,2929714681,City@gmx.com,thai,$$$$,9222337698
1806,Crafted Nook,6627055450,Crafted@icloud.com,japanese,$,9266507960
1807,Taste Kitchen,9311921428,Taste@yahoo.com,vegetarian,$$$$,9457611712
1808,Table Tastes,2267389965,Table@mail.com,thai,$$,4758488575
1809,Mosaic & Fresh,7889607587,Mosaic@yahoo.com,thai,$$$,8640452934
1810,Table Bistro,3082338037,Table@mail.com,thai,$,7979964854
1811,Mosaic Roaming Fork,8215219123,Mosaic@gmx.com,vegetarian,$$$,3957597704
1812,Mango Delights,7327198697,Mango@hotmail.com,japanese,$$,3436691063
1813,Bella Twist,2605849156,Bella@aol.com,arabic,$$,9365466708
1814,Tender Bites,2587202886,Tender@gmx.com,japanese,$$,5934195333
1815,Taste & Sugar,3795092077,Taste@icloud.com,thai,$$$,7785200740
1816,Brick Spoon,1964160364,Brick@zoho.com,japanese,$$,2720649185
1817,Savory Edge,9728444621,Savory@mail.com,american,$$$$,8888802295
1818,Copper Please,4932961431,Copper@outlook.com,vegetarian,$$,9522453545
1819,Epicurean & Savor,2556746214,Epicurean@outlook.com,italian,$$,7161164440
1820,Crafted Trail,4098927860,Crafted@yahoo.com,arabic,$$,5914481894
1821,Fusion Tales,6095707441,Fusion@icloud.com,arabic,$$$,5822807262
1822,Mosaic & Ladle,5200035622,Mosaic@yahoo.com,american,$$$$,9618303491
1823,Zen Fusion,2627488260,Zen@protonmail.com,american,$,9154323221
1824,Lemon Grind,2021278750,Lemon@yahoo.com,arabic,$$$,7178381027
1825,Fusion Spoon,3279192461,Fusion@protonmail.com,mexican,$$,7116391398
1826,Lemon Plate,5934138854,Lemon@icloud.com,american,$$$$,2664392750
1827,Whisk Tastes,9901630192,Whisk@outlook.com,american,$$$,6637820438
1828,Twisted Spoon,2683298637,Twisted@gmx.com,thai,$$$,8830534695
1829,Brick Fare,5092542432,Brick@gmail.com,mexican,$,8331017417
1830,Ocean Seasons,7132875444,Ocean@icloud.com,mexican,$$$,6526196165
1831,Salt & Fresh,4271616099,Salt@outlook.com,thai,$,9968134264
1832,Mango Trail,3866946315,Mango@aol.com,mexican,$,3409036417
1833,Plated Crunch,5546968659,Plated@gmail.com,american,$$$$,9133749045
1834,Zen View Bistro,1387018010,Zen@yahoo.com,vegetarian,$,1746780980
1835,Lemon Eats,4340034814,Lemon@protonmail.com,italian,$,4816976523
1836,Blue Delights,2293637410,Blue@gmx.com,mexican,$$$$,2803792554
1837,Global Palace,3677749292,Global@icloud.com,italian,$$$$,7696074407
1838,Red Garden,3452547691,Red@hotmail.com,arabic,$$$$,5820238710
1839,Savor Bistro,4051073501,Savor@yahoo.com,thai,$,7627078003
1840,Urban Bistro,9297242574,Urban@outlook.com,japanese,$$$,9601355499
1841,Wholesome Please,8917815120,Wholesome@icloud.com,japanese,$$$,5199147327
1842,Plated View Bistro,5232008607,Plated@gmx.com,arabic,$,5416620726
1843,Copper Street,2501725687,Copper@zoho.com,mexican,$$$,4988170589
1844,Savor Roaming Fork,4237744132,Savor@gmx.com,american,$$$$,9708132096
1845,Global Perfection,5509069008,Global@zoho.com,japanese,$$,6998339310
1846,Urban Eats,4786201863,Urban@yahoo.com,vegetarian,$,6522573482
1847,Harbor Tales,5369745818,Harbor@icloud.com,mexican,$,4417858695
1848,Table Delights,1898166288,Table@yahoo.com,mexican,$$$$,3701835605
1849,Mosaic Kitchen,9957947652,Mosaic@icloud.com,vegetarian,$$$$,7327769435
1850,Golden Palace,9720525945,Golden@zoho.com,japanese,$,6006106234
1851,Blue Street Cafe,8795664708,Blue@yahoo.com,mexican,$$,9776986335
1852,Nectar Trail,4936684190,Nectar@outlook.com,vegetarian,$,6621324372
1853,Salt Twist,7110474158,Salt@gmx.com,thai,$$$,3784359739
1854,Sip Tastes,7803191013,Sip@mail.com,american,$$$$,4579854909
1855,Zen Street,6820143710,Zen@zoho.com,italian,$$,2316004727
1856,Mosaic Harvest,9927375442,Mosaic@gmail.com,arabic,$$$$,4823776997
1857,Bella & Ladle,2668262475,Bella@protonmail.com,thai,$$$$,8914466206
1858,Cheese Wok,2241990160,Cheese@aol.com,arabic,$$$,8629988671
1859,Chop Seasons,6185114246,Chop@gmx.com,american,$,3993641574
1860,Fusion Moments,7855605745,Fusion@hotmail.com,vegetarian,$$$$,9436688605
1861,Urban Twist,2914830855,Urban@outlook.com,mexican,$,1320447404
1862,Mosaic Please,6631296446,Mosaic@aol.com,american,$$,5686057122
1863,The Garden,4232358360,The@hotmail.com,italian,$$$,3027579096
1864,Spice Pepper Grill,2572274626,Spice@zoho.com,thai,$,1771258622
1865,Whisk Grind,9588745511,Whisk@aol.com,italian,$$,3691426608
1866,Sip & Sugar,5752974707,Sip@mail.com,american,$$$$,3177486310
1867,Tender Moments,5106432496,Tender@aol.com,mexican,$,2559380818
1868,Crafted Side Grill,2898629478,Crafted@protonmail.com,italian,$$,3062684618
1869,Minty Moments,8058895327,Minty@icloud.com,thai,$$$,8633228293
1870,Table Plate,5100612140,Table@gmail.com,mexican,$$$,1513955162
1871,Plated Fare,6040101562,Plated@hotmail.com,mexican,$,9890687152
1872,Spice Kettle,4071569331,Spice@yahoo.com,vegetarian,$$$,4828447217
1873,Copper Oven,5721656270,Copper@outlook.com,vegetarian,$$,7185925026
1874,Table Plate,5093670851,Table@icloud.com,italian,$$,4160644655
1875,Blue Pepper Grill,7236540448,Blue@hotmail.com,thai,$$,2391429901
1876,Zen Harvest,4310364947,Zen@aol.com,vegetarian,$$$,8535550205
1877,Whisk Wok,2878125449,Whisk@gmail.com,mexican,$$,6558941433
1878,Basil Tales,2792510324,Basil@zoho.com,japanese,$,3499760278
1879,Urban Moments,9952283096,Urban@gmx.com,mexican,$,1008082613
1880,The Chop House,8696779697,The@mail.com,american,$$$,4534951020
1881,Pasta Eats,2002603503,Pasta@gmail.com,vegetarian,$$,7883563965
1882,Ocean Twist,7830787610,Ocean@mail.com,japanese,$$$,6576846665
1883,Taste Kitchen,6507182368,Taste@icloud.com,arabic,$$$$,3248515782
1884,Red Oven,6678779628,Red@aol.com,japanese,$,8392699909
1885,Eternal Kitchen,3932647791,Eternal@zoho.com,vegetarian,$$$$,2937603089
1886,Plated Bliss,8847419502,Plated@gmx.com,mexican,$$,1718997989
1887,Crisp Bliss,4684522201,Crisp@mail.com,american,$$,9173342538
1888,Pasta Fare,5820477225,Pasta@yahoo.com,japanese,$$$,1949948745
1889,Urban Tales,6958401300,Urban@outlook.com,vegetarian,$$,8895629906
1890,Golden Side Grill,5147593942,Golden@protonmail.com,vegetarian,$$$$,4342228350
1891,Global Street,6837357059,Global@outlook.com,italian,$$$$,9180248322
1892,Eternal Bliss,2482818450,Eternal@aol.com,japanese,$$,5827462925
1893,Salt Plate,4419247976,Salt@hotmail.com,italian,$$$,2682667823
1894,Mango Gourmet,9437424737,Mango@gmx.com,italian,$$$$,6653553605
1895,Ocean & Ladle,7961136905,Ocean@yahoo.com,japanese,$,5489131053
1896,Spice Tastes,5856593730,Spice@icloud.com,italian,$$$$,5341799457
1897,Gourmet Moments,8185556756,Gourmet@icloud.com,american,$$$,6766190148
1898,Brick Street Cafe,4612173015,Brick@outlook.com,italian,$$,1703448697
1899,Table Moments,1225168647,Table@icloud.com,vegetarian,$$$,8498048999
1900,Crafted Fare,4886393804,Crafted@icloud.com,arabic,$$$,4025652557
1901,Plated Street,7959625491,Plated@aol.com,vegetarian,$$$$,7987914433
1902,Urban Eats,4295247141,Urban@icloud.com,american,$$$$,1774833654
1903,Salt View Bistro,5548755059,Salt@icloud.com,japanese,$$$,1171195052
1904,Plated Tastes,2436328254,Plated@aol.com,japanese,$,4169997607
1905,Plated Crunch,7292518307,Plated@yahoo.com,vegetarian,$$$,5312727557
1906,Copper & Sugar,9890037549,Copper@protonmail.com,arabic,$$$,8703298806
1907,Crisp Trail,3127552037,Crisp@yahoo.com,italian,$$$,6480335667
1908,Eternal Fare,7135594635,Eternal@gmx.com,vegetarian,$$,2465240096
1909,Sunny Twist,1178079196,Sunny@hotmail.com,italian,$,3627671675
1910,Whisk Palace,8693242516,Whisk@icloud.com,arabic,$,6343673687
1911,Red Delights,2222322254,Red@icloud.com,vegetarian,$$$$,9172871921
1912,Bella Eats,1180403484,Bella@hotmail.com,thai,$$,7912744216
1913,Mosaic Bites,2895650823,Mosaic@yahoo.com,thai,$,5301134806
1914,Wholesome Edge,9843466682,Wholesome@gmail.com,american,$$$$,1682094419
1915,Bella Edge,9863001000,Bella@zoho.com,mexican,$$$$,7917668169
1916,Golden Harvest,3081853283,Golden@yahoo.com,thai,$$$,6053101429
1917,Eternal Delights,1928920058,Eternal@protonmail.com,thai,$$$$,7439910671
1918,The Wok,3752702679,The@outlook.com,thai,$$$$,7944863228
1919,Sunny Gourmet,7239821651,Sunny@mail.com,italian,$$$,7806371176
1920,Lemon Edge,1933022414,Lemon@hotmail.com,vegetarian,$$$$,5272949413
1921,Basil Oven,6806788085,Basil@aol.com,vegetarian,$$$,7401704242
1922,Crafted Plate,2970495343,Crafted@icloud.com,arabic,$,6316796926
1923,Fusion Side Grill,5585050632,Fusion@outlook.com,mexican,$,2738068165
1924,Zen Oven,7398209617,Zen@zoho.com,vegetarian,$$$$,5880719781
1925,Copper & Fresh,6427796488,Copper@yahoo.com,mexican,$$$,7566898494
1926,Maple Please,4028330729,Maple@outlook.com,american,$$,3904638693
1927,Copper Greens,6074899274,Copper@icloud.com,arabic,$,8886725114
1928,Tender Kettle,9194338620,Tender@aol.com,american,$,3945495751
1929,Urban Palace,6161455501,Urban@outlook.com,thai,$$,8483446296
1930,Maple Edge,4014382386,Maple@aol.com,arabic,$,7749728547
1931,Crisp Tales,2536210244,Crisp@zoho.com,japanese,$$$,6519254059
1932,Lemon & Sugar,6160598260,Lemon@protonmail.com,vegetarian,$$,6120456442
1933,Basil Crunch,2622530779,Basil@mail.com,american,$$,5792887854
1934,Savor Street Cafe,3525596575,Savor@gmail.com,mexican,$$$$,3768284448
1935,Bella Zest,9099497766,Bella@hotmail.com,thai,$$$,9740875397
1936,Urban Perfection,9205601118,Urban@aol.com,arabic,$$$$,3130161082
1937,Plated Street Cafe,5140378900,Plated@outlook.com,vegetarian,$$$$,9890028021
1938,Brick Spoon,5186796865,Brick@outlook.com,italian,$,3919803646
1939,Cheese Tales,5520778907,Cheese@mail.com,vegetarian,$$$$,4840808499
1940,Copper Fare,9096841786,Copper@protonmail.com,american,$$,3371872356
1941,Pasta & Sugar,8958196972,Pasta@hotmail.com,italian,$,2672111649
1942,Zen Greens,6554344093,Zen@zoho.com,italian,$$,4981525488
1943,Copper Fusion,7795611566,Copper@protonmail.com,vegetarian,$$$,9465069732
1944,Urban Street Cafe,8376027961,Urban@aol.com,japanese,$$,6675459654
1945,Sip Garden,5537308758,Sip@outlook.com,italian,$$$,3465048196
1946,Savory Please,4813206315,Savory@aol.com,thai,$$$,4486097033
1947,Zen Zest,5026404339,Zen@aol.com,italian,$$$,2945558600
1948,Red Perfection,7360979787,Red@aol.com,vegetarian,$$,4234970105
1949,Golden Nook,4054062576,Golden@yahoo.com,thai,$,4056876834
1950,Mosaic Please,4248218946,Mosaic@zoho.com,arabic,$$,4128729835
1951,Bella Pepper Grill,9367815712,Bella@aol.com,vegetarian,$,3295613686
1952,Brick Tastes,9311908217,Brick@zoho.com,arabic,$$$,5785530493
1953,Salt Plate,8587640726,Salt@gmail.com,thai,$$$$,5853729515
1954,Savor & Ladle,9718491012,Savor@protonmail.com,italian,$$$$,2902172495
1955,Savor Chop House,1646737538,Savor@mail.com,american,$$,4457154368
1956,The Crunch,6591838776,The@mail.com,american,$,1668178000
1957,Maple Gourmet,2568428550,Maple@icloud.com,thai,$$$$,4073186389
1958,Basil Moments,1277281304,Basil@gmail.com,arabic,$$$$,3249541259
1959,Zen Wok,7086688044,Zen@protonmail.com,japanese,$$$,1745132256
1960,Red & Savor,8388935075,Red@icloud.com,japanese,$$$,5837975086
1961,Cheese Kettle,3579974710,Cheese@aol.com,arabic,$$$,3927013675
1962,Harbor Nook,8838070463,Harbor@gmx.com,arabic,$$$,7308159354
1963,Eternal Oven,2153723555,Eternal@hotmail.com,japanese,$$$$,1605632748
1964,Harbor Haven,7253175107,Harbor@zoho.com,vegetarian,$$$,4768739964
1965,Crisp Street Cafe,9365179575,Crisp@mail.com,american,$,5906970651
1966,Lemon Moments,9074595769,Lemon@gmail.com,italian,$$$,2967703661
1967,Chop Eats,7229306467,Chop@outlook.com,vegetarian,$$$,6233805255
1968,Golden Bliss,2472457398,Golden@mail.com,vegetarian,$$$,5992482033
1969,Spice Greens,9104451035,Spice@hotmail.com,vegetarian,$$$,9034718076
1970,Golden Wok,8026268637,Golden@gmail.com,american,$$$,2308309513
1971,Savory Edge,1682038987,Savory@zoho.com,arabic,$$$,3275161623
1972,Mosaic Zest,8287947675,Mosaic@gmx.com,thai,$,8452075058
1973,Crispy Kettle,8890478066,Crispy@outlook.com,japanese,$$$,8838721023
1974,Chop Kitchen,9312175087,Chop@protonmail.com,thai,$,4212014270
1975,Fusion View Bistro,2541996773,Fusion@gmail.com,japanese,$$$,1697146547
1976,Sunny Twist,3046068355,Sunny@outlook.com,mexican,$$$,5178438444
1977,Crispy Cuisine,6209730834,Crispy@aol.com,thai,$$,4941404298
1978,Mango Greens,4129388310,Mango@hotmail.com,italian,$$$,4639681428
1979,Urban Fusion,4193525965,Urban@aol.com,mexican,$$$,9267045317
1980,Savor Bistro,6377356945,Savor@hotmail.com,japanese,$,5731188534
1981,The Chop House,2105741635,The@hotmail.com,thai,$$$$,7688298130
1982,Blue Gourmet,2074108988,Blue@aol.com,vegetarian,$$$$,8496482717
1983,Basil Zest,3011473664,Basil@gmx.com,arabic,$,2509941609
1984,Red Seasons,8070731514,Red@gmx.com,italian,$$,2428089868
1985,Taste Pepper Grill,2109681356,Taste@yahoo.com,american,$$,4086895896
1986,Blue Garden,4440496701,Blue@mail.com,arabic,$$,1587955665
1987,Chop Gourmet,6756972414,Chop@aol.com,american,$$$,9550080852
1988,Silver Nook,8885481812,Silver@gmx.com,arabic,$$$,2609137957
1989,Nectar Bliss,8495695228,Nectar@hotmail.com,arabic,$$$$,6257479160
1990,Minty Garden,6624084861,Minty@gmx.com,italian,$,7356457674
1991,Maple Cuisine,2059072868,Maple@hotmail.com,japanese,$$,8353890304
1992,Savor Wok,9466442097,Savor@gmx.com,italian,$$$$,2569256959
1993,Nectar & Savor,4437297969,Nectar@yahoo.com,american,$,4825836459
1994,Spice Kettle,3732327475,Spice@icloud.com,japanese,$$$$,9804351487
1995,Table Haven,6931787041,Table@icloud.com,thai,$$$,9205329807
1996,Plated Tastes,4489942549,Plated@hotmail.com,american,$$,1615138160
1997,Crisp View Bistro,6787197770,Crisp@outlook.com,italian,$$,3707429460
1998,Chop Garden,2698335426,Chop@protonmail.com,japanese,$$,5609622977
1999,Urban Street Cafe,7074494916,Urban@yahoo.com,italian,$$,7251624063
2000,Plated Harvest,8835458527,Plated@mail.com,italian,$$$,4763748038
2001,Wholesome Nook,7426074598,Wholesome@gmx.com,american,$$$,4374832643
2002,Sip Twist,4804978696,Sip@mail.com,mexican,$,4433197575
2003,Basil Pepper Grill,3642942663,Basil@yahoo.com,arabic,$$$$,2726805873
2004,Minty Moments,1350382610,Minty@icloud.com,italian,$$$,1933177876
2005,Zen Tales,9788434268,Zen@gmx.com,vegetarian,$,7700030468
2006,Tender Fusion,2952909366,Tender@mail.com,japanese,$$$,9515237302
2007,Whisk Oven,2314715269,Whisk@gmail.com,vegetarian,$$,9230091456
2008,Table Trail,8204693834,Table@icloud.com,italian,$$$,3932410481
2009,Silver Seasons,3811010845,Silver@icloud.com,italian,$,1278579142
2010,Savory View Bistro,1017037832,Savory@mail.com,mexican,$$,3638126235
2011,Golden Garden,2932261464,Golden@gmx.com,american,$$$$,7437100550
2012,Global Perfection,3129692041,Global@hotmail.com,american,$$$,9835355466
2013,Twisted Eats,8407787470,Twisted@gmail.com,vegetarian,$$$$,2900685580
2014,Wholesome Eats,4975590790,Wholesome@aol.com,thai,$,2774740416
2015,Fusion Street,9167555493,Fusion@icloud.com,italian,$$,9540760375
2016,Bella View Bistro,4849318194,Bella@zoho.com,japanese,$$$,1034257509
2017,Whisk Fare,2288746825,Whisk@aol.com,mexican,$,1017190148
2018,Spice Crunch,7639115645,Spice@mail.com,japanese,$$$,5536564599
2019,Blue Harvest,3378202630,Blue@aol.com,arabic,$$$,4351561536
2020,Global Bites,9964107503,Global@gmail.com,japanese,$$$,5234767198
2021,Chop Fusion,8704510035,Chop@zoho.com,american,$,4223595026
2022,Harbor Edge,7987472729,Harbor@zoho.com,mexican,$$$,6228420535
2023,Sunny Garden,2637281408,Sunny@mail.com,mexican,$$,3841756367
2024,Blue Twist,3290184711,Blue@outlook.com,mexican,$$$$,1237992936
2025,Fusion Kettle,9080576417,Fusion@gmx.com,italian,$,9179618314
2026,Gourmet Zest,2711349866,Gourmet@gmx.com,italian,$$,3549022622
2027,Urban Edge,7911515396,Urban@protonmail.com,japanese,$$$$,4321732992
2028,Crafted Fusion,8776158011,Crafted@mail.com,vegetarian,$,4260305636
2029,Gourmet Moments,7985737474,Gourmet@aol.com,american,$,6803021392
2030,Cheese Trail,6509173438,Cheese@mail.com,arabic,$,2081190279
2031,Crispy View Bistro,1797834881,Crispy@protonmail.com,arabic,$$$,7769681409
2032,Eternal Pepper Grill,7653384915,Eternal@aol.com,thai,$,4952293805
2033,Mango Bistro,6053543751,Mango@yahoo.com,american,$$$$,6042294239
2034,Harbor Street,4219171401,Harbor@protonmail.com,arabic,$$,7153424625
2035,Urban Street Cafe,2895747227,Urban@gmx.com,mexican,$$$$,7353515120
2036,Pasta Spoon,6294161527,Pasta@protonmail.com,mexican,$,1001306976
2037,Crisp Moments,5483138309,Crisp@gmx.com,mexican,$$,5115469701
2038,Tender Perfection,7971953888,Tender@mail.com,vegetarian,$,9418365193
2039,Mosaic Delights,9461163060,Mosaic@protonmail.com,mexican,$,1107376666
2040,Whisk & Fresh,9668292107,Whisk@zoho.com,italian,$$,7363075042
2041,Salt Street,4900868934,Salt@outlook.com,mexican,$$,3497199235
2042,Copper Grind,3302521257,Copper@gmx.com,arabic,$$,7962659720
2043,Red Greens,1304691633,Red@protonmail.com,vegetarian,$$$$,2158447554
2044,Bella Moments,7145116722,Bella@yahoo.com,italian,$$$,3807061895
2045,Crisp & Fresh,9061762972,Crisp@outlook.com,thai,$$$,2945052468
2046,Table & Ladle,8543861663,Table@gmail.com,american,$$$$,6308592869
2047,Urban Wok,4800297993,Urban@icloud.com,mexican,$,7309159938
2048,Crafted Street Cafe,2074222082,Crafted@aol.com,vegetarian,$$$,1653965827
2049,Salt Fusion,4178168511,Salt@zoho.com,vegetarian,$,1194031484
2050,Wholesome Zest,8710207563,Wholesome@gmx.com,thai,$$$$,9850040556
2051,Blue Garden,3639676826,Blue@gmx.com,japanese,$,5610851807
2052,Copper Trail,3639370121,Copper@zoho.com,mexican,$$$$,2942530774
2053,Cheese Pepper Grill,2619059245,Cheese@aol.com,italian,$$$$,5650567564
2054,Table Tales,4507345207,Table@hotmail.com,thai,$$$,9864691547
2055,Silver Twist,5633113657,Silver@gmx.com,japanese,$$$$,4014694041
2056,Table Garden,7408132453,Table@icloud.com,arabic,$,5821517051
2057,Minty Plate,6149938378,Minty@gmail.com,thai,$$,4660414878
2058,Minty Street Cafe,6690321695,Minty@outlook.com,italian,$$,2834293806
2059,Savor Please,4308195152,Savor@yahoo.com,japanese,$$$$,1254294099
2060,Urban Haven,1392500156,Urban@gmx.com,japanese,$$,8114676425
2061,Epicurean Fare,8701021763,Epicurean@aol.com,arabic,$$$,5430224163
2062,Epicurean Kitchen,4333592416,Epicurean@protonmail.com,vegetarian,$$$$,9286920267
2063,Epicurean Greens,6883821558,Epicurean@yahoo.com,thai,$,5425597888
2064,Wholesome Nook,8114342896,Wholesome@yahoo.com,japanese,$,7802222699
2065,Savor Delights,9056959539,Savor@outlook.com,italian,$$$$,4999388259
2066,Basil Delights,8156692723,Basil@yahoo.com,italian,$$,1921830489
2067,Harbor Oven,1544504325,Harbor@yahoo.com,italian,$,8863487764
2068,Whisk Street Cafe,4809625549,Whisk@mail.com,italian,$,4893387576
2069,Copper & Ladle,9496020150,Copper@yahoo.com,arabic,$$$,5653078245
2070,Epicurean & Ladle,8019772839,Epicurean@gmail.com,vegetarian,$$$$,8169662825
2071,Taste Pepper Grill,5802947835,Taste@outlook.com,mexican,$$$,2039000763
2072,Nectar Gourmet,6744686264,Nectar@icloud.com,mexican,$$$$,7847554809
2073,Maple Street Cafe,7057364601,Maple@zoho.com,japanese,$$,3035841133
2074,Wholesome Plate,1370463233,Wholesome@gmx.com,vegetarian,$$$$,6884465046
2075,Chop Chop House,5913707351,Chop@gmx.com,mexican,$$$$,6311256851
2076,Bella Oven,7036186331,Bella@yahoo.com,japanese,$$$,2839840182
2077,Mango Please,7506809681,Mango@gmx.com,american,$$,5375164117
2078,Savory & Ladle,3992254453,Savory@gmail.com,mexican,$,1520546572
2079,Global Perfection,3990582540,Global@icloud.com,mexican,$$,3424510996
2080,Copper Zest,9882707758,Copper@zoho.com,arabic,$$,1563795039
2081,Gourmet Twist,9977312869,Gourmet@icloud.com,vegetarian,$,7541453596
2082,Tender Spoon,8453027459,Tender@gmx.com,vegetarian,$$,8972180761
2083,Gourmet Plate,9447924334,Gourmet@hotmail.com,mexican,$$$,4874059922
2084,Red Kitchen,4146374502,Red@icloud.com,arabic,$$,3881829756
2085,The Oven,5127678245,The@protonmail.com,american,$$$$,8652484080
2086,Sip Please,2306738836,Sip@mail.com,japanese,$$$$,9843495494
2087,Plated Roaming Fork,6663502751,Plated@mail.com,japanese,$$,6813316177
2088,Tender Plate,2926352156,Tender@protonmail.com,american,$$$,4720294872
2089,Plated Grind,5452715402,Plated@outlook.com,mexican,$,3261877621
2090,The Trail,7531255324,The@zoho.com,italian,$$,7897650596
2091,Table & Ladle,3322263087,Table@zoho.com,arabic,$$,7862856467
2092,Minty Twist,4282861255,Minty@yahoo.com,mexican,$$$$,1088466919
2093,Crispy Greens,3022666185,Crispy@zoho.com,japanese,$$,5298365651
2094,Plated Trail,4521937723,Plated@zoho.com,american,$$$$,7760621403
2095,Basil Cuisine,9256382369,Basil@outlook.com,arabic,$,7175700634
2096,Taste Oven,2437527253,Taste@yahoo.com,arabic,$$,8731446424
2097,Golden Cuisine,3607836966,Golden@hotmail.com,american,$$$,1732431809
2098,Whisk Delights,7280041686,Whisk@hotmail.com,japanese,$$$$,4254925023
2099,Wholesome Twist,5282653513,Wholesome@outlook.com,japanese,$$$$,7397718674
2100,Savor Moments,9518805823,Savor@mail.com,mexican,$$$,4824672729
2101,Urban Gourmet,8630524446,Urban@aol.com,italian,$,1174397345
2102,Chop Grind,1088013825,Chop@yahoo.com,japanese,$,7442336772
2103,Epicurean Eats,8561476089,Epicurean@zoho.com,japanese,$$$,5417818827
2104,Chop Garden,7776477832,Chop@mail.com,japanese,$,8462129850
2105,Epicurean Palace,2029303777,Epicurean@icloud.com,vegetarian,$,2628677103
2106,Urban Street,2882489709,Urban@hotmail.com,american,$$,3165301031
2107,Crafted Eats,8447276229,Crafted@gmx.com,japanese,$$,2056085152
2108,Pasta Gourmet,7508942571,Pasta@mail.com,japanese,$,3564575790
2109,Pasta Twist,7672407518,Pasta@aol.com,italian,$,4206760430
2110,Fusion Kettle,2102959022,Fusion@hotmail.com,vegetarian,$$$$,9759178525
2111,Urban Street Cafe,1718237151,Urban@protonmail.com,arabic,$$$,2105142419
2112,Pasta Tastes,5111202392,Pasta@hotmail.com,japanese,$$$$,2045310668
2113,Mosaic Bliss,7646355918,Mosaic@hotmail.com,vegetarian,$,5615373987
2114,Savory Crunch,7964473552,Savory@hotmail.com,japanese,$,9139979091
2115,Global Please,8144728541,Global@mail.com,vegetarian,$$,9397927596
2116,Chop Plate,9030916883,Chop@mail.com,italian,$$,7193528749
2117,Crispy Fusion,8229370571,Crispy@outlook.com,american,$,8311445619
2118,Global Grind,3640184511,Global@gmx.com,thai,$$$,9002015972
2119,Lemon & Sugar,8342004663,Lemon@gmail.com,japanese,$$$,7385092125
2120,Nectar Twist,3360957008,Nectar@hotmail.com,mexican,$$,7148725986
2121,Fusion Palace,6743525251,Fusion@icloud.com,vegetarian,$$$$,7080985703
2122,Blue Tales,3225944141,Blue@outlook.com,thai,$$$$,5417793385
2123,Whisk Fare,5716769045,Whisk@outlook.com,thai,$$$$,4653385567
