restaurant_id,street,address_number,zip_code,city,province,country
2985,Viale Milano,43,77001,Novara,NO,Italy
2986,Via Flaminia,22,77001,Trento,TN,Italy
2987,Via dei Fori Imperiali,2,46731,Verona,VR,Italy
2988,Viale dei Mille,93,46731,Florence,FI,Italy
2989,Via Roma,3,20158,Sassari,SS,Italy
2990,Corso Magenta,195,2374,Verona,VR,Italy
2991,Via Garibaldi,71,77001,Vicenza,VI,Italy
2992,Vicolo delle Palle,110,10001,Salerno,SA,Italy
2993,Piazza San Marco,163,85001,Forlì,FC,Italy
2994,Via Dante,104,85001,Venice,VE,Italy
2995,Via Garibaldi,93,90001,Milan,MI,Italy
2996,Corso Vittorio Emanuele,181,20158,Turin,TO,Italy
2997,Via Flaminia,94,20158,Catania,CT,Italy
2998,Via Cavour,169,90001,Reggio Calabria,RC,Italy
2999,Via della Repubblica,91,90001,Reggio Emilia,RE,Italy
3000,Piazza Navona,147,60601,Padua,PD,Italy
3001,Viale Ceccarini,53,60601,Florence,FI,Italy
3002,Vicolo delle Erbe,139,46731,Ferrara,FE,Italy
3003,Via del Tritone,191,69696,Florence,FI,Italy
3004,Via del Tritone,161,60601,Palermo,PA,Italy
3005,Viale dei Traghetti,127,2374,Novara,NO,Italy
3006,Via dei Serpenti,30,90001,Reggio Emilia,RE,Italy
3007,Via della Croce,152,85001,Bari,BA,Italy
3008,Piazza Navona,198,69696,Ancona,AN,Italy
3009,Corso Italia,103,46731,Novara,NO,Italy
3010,Viale dei Colli Portuensi,182,69696,Vicenza,VI,Italy
3011,Via del Tritone,70,77001,Livorno,LI,Italy
3012,Via dei Fori Imperiali,28,10001,Trento,TN,Italy
3013,Vicolo delle Palle,120,85001,Trieste,TS,Italy
3014,Via della Mosca,86,20158,Monza,MB,Italy
3015,Viale Milano,57,46731,Arezzo,AR,Italy
3016,Vicolo Stretto,128,46731,Cagliari,CA,Italy
3017,Viale dei Traghetti,64,60601,Venice,VE,Italy
3018,Viale Parioli,142,85001,Udine,UD,Italy
3019,Via Montenapoleone,94,90001,Palermo,PA,Italy
3020,Via della Moscova,9,90001,Padua,PD,Italy
3021,Viale dei Mille,150,85001,Arezzo,AR,Italy
3022,Piazza San Marco,110,60601,Novara,NO,Italy
3023,Via Tiburtina,146,60601,Turin,TO,Italy
3024,Vicolo Fiori,149,60601,Cagliari,CA,Italy
3025,Via Cavour,100,60601,Naples,NA,Italy
3026,Via del Corso,163,10001,Modena,MO,Italy
3027,Viale Parioli,131,85001,Foggia,FG,Italy
3028,Via del Tritone,24,2374,Udine,UD,Italy
3029,Via della Fortezza,109,10001,Ravenna,RA,Italy
3030,Via della Moscova,134,85001,Genoa,GE,Italy
3031,Via dei Serpenti,88,85001,Terni,TR,Italy
3032,Corso Vittorio Emanuele,90,60601,Foggia,FG,Italy
3033,Via della Mosca,110,85001,Cagliari,CA,Italy
3034,Viale dei Traghetti,132,46731,Perugia,PG,Italy
3035,Via dei Greci,188,69696,Modena,MO,Italy
3036,Via Margutta,63,46731,Genoa,GE,Italy
3037,Via Manzoni,193,60601,Novara,NO,Italy
3038,Corso Italia,149,10001,Sassari,SS,Italy
3039,Via della Fortezza,86,69696,Florence,FI,Italy
3040,Via dei Serpenti,107,77001,Salerno,SA,Italy
3041,Piazza San Marco,166,85001,Trento,TN,Italy
3042,Vicolo delle Erbe,128,20158,Rimini,RN,Italy
3043,Via della Moscova,104,60601,Brescia,BS,Italy
3044,Viale delle Milizie,169,77001,Terni,TR,Italy
3045,Via Flaminia,161,85001,Genoa,GE,Italy
3046,Corso Vittorio Emanuele,34,85001,Milan,MI,Italy
3047,Via Garibaldi,77,69696,Padua,PD,Italy
3048,Via della Mosca,185,77001,Cesena,FC,Italy
3049,Via XX Settembre,172,60601,Livorno,LI,Italy
3050,Vicolo delle Erbe,200,46731,Bari,BA,Italy
3051,Viale Ceccarini,139,46731,Salerno,SA,Italy
3052,Viale dei Traghetti,89,60601,Forlì,FC,Italy
3053,Via Flaminia,117,90001,Arezzo,AR,Italy
3054,Viale Parioli,149,69696,Foggia,FG,Italy
3055,Via Giulia,6,20158,Forlì,FC,Italy
3056,Via Appia Antica,116,10001,Ravenna,RA,Italy
3057,Viale Ceccarini,155,2374,Udine,UD,Italy
3058,Viale Milano,1,20158,Piacenza,PC,Italy
3059,Corso Venezia,196,60601,Venice,VE,Italy
3060,Via della Moscova,115,10001,Venice,VE,Italy
3061,Viale Ceccarini,56,20158,Perugia,PG,Italy
3062,Via Manzoni,177,20158,Trento,TN,Italy
3063,Via Appia Antica,179,2374,Siracusa,SR,Italy
3064,Viale Milano,144,2374,Ancona,AN,Italy
3065,Vicolo Fiori,68,10001,Salerno,SA,Italy
3066,Via Montenapoleone,121,90001,Florence,FI,Italy
3067,Corso Garibaldi,29,69696,Messina,ME,Italy
3068,Viale Trastevere,74,2374,Siracusa,SR,Italy
3069,Vicolo delle Erbe,36,20158,Rimini,RN,Italy
3070,Corso Garibaldi,68,10001,Andria,BT,Italy
3071,Viale Trastevere,45,77001,Bologna,BO,Italy
3072,Via della Moscova,87,69696,Latina,LT,Italy
3073,Via Montenapoleone,148,90001,Prato,PO,Italy
3074,Via Flaminia,88,2374,Ancona,AN,Italy
3075,Viale dei Colli Portuensi,55,85001,Latina,LT,Italy
3076,Via della Fortezza,56,90001,Genoa,GE,Italy
3077,Via Roma,199,2374,Prato,PO,Italy
3078,Corso Buenos Aires,79,85001,Rome,RM,Italy
3079,Viale dei Colli Portuensi,118,46731,Reggio Emilia,RE,Italy
3080,Corso Umberto I,98,20158,Rome,RM,Italy
3081,Viale Trastevere,191,90001,Trieste,TS,Italy
3082,Via della Mosca,69,85001,Catania,CT,Italy
3083,Corso Magenta,89,10001,Rome,RM,Italy
3084,Corso Garibaldi,117,10001,Prato,PO,Italy
3085,Via del Corso,156,20158,Udine,UD,Italy
3086,Vicolo Stretto,173,90001,Padua,PD,Italy
3087,Via dei Condotti,103,60601,Siracusa,SR,Italy
3088,Via della Repubblica,34,60601,Milan,MI,Italy
3089,Viale Ceccarini,28,46731,Turin,TO,Italy
3090,Via Margutta,160,90001,Prato,PO,Italy
3091,Via della Moscova,165,90001,Ancona,AN,Italy
3092,Via XX Settembre,32,2374,Palermo,PA,Italy
3093,Via della Fortezza,102,69696,Taranto,TA,Italy
3094,Via dei Greci,115,77001,Ancona,AN,Italy
3095,Viale delle Milizie,125,10001,Venice,VE,Italy
3096,Via Garibaldi,179,46731,Vicenza,VI,Italy
3097,Viale dell'Arte,128,69696,Novara,NO,Italy
3098,Piazza del Popolo,60,90001,Messina,ME,Italy
3099,Via Garibaldi,33,46731,Andria,BT,Italy
3100,Viale Ceccarini,2,90001,Terni,TR,Italy
3101,Via Flaminia,149,69696,Rimini,RN,Italy
3102,Viale delle Milizie,120,2374,Rimini,RN,Italy
3103,Via della Fortezza,8,60601,Ferrara,FE,Italy
3104,Vicolo delle Erbe,45,10001,Forlì,FC,Italy
3105,Viale dei Colli Portuensi,41,90001,Andria,BT,Italy
3106,Via Garibaldi,116,20158,Reggio Calabria,RC,Italy
3107,Vicolo delle Erbe,82,77001,Arezzo,AR,Italy
3108,Piazza del Popolo,188,69696,Prato,PO,Italy
3109,Corso Umberto I,180,85001,Bari,BA,Italy
3110,Vicolo Stretto,81,85001,Prato,PO,Italy
3111,Corso Venezia,25,77001,Padua,PD,Italy
3112,Via Margutta,18,10001,Livorno,LI,Italy
3113,Viale Milano,152,77001,Vicenza,VI,Italy
3114,Via Manzoni,103,90001,Giugliano in Campania,NA,Italy
3115,Viale dei Mille,131,90001,Reggio Calabria,RC,Italy
3116,Vicolo Stretto,45,69696,Ferrara,FE,Italy
3117,Via del Corso,194,20158,Terni,TR,Italy
3118,Corso Italia,60,20158,Ferrara,FE,Italy
3119,Viale dell'Arte,65,2374,Giugliano in Campania,NA,Italy
3120,Via Montenapoleone,94,69696,Venice,VE,Italy
3121,Via della Fortezza,101,85001,Taranto,TA,Italy
3122,Piazza San Marco,131,90001,Venice,VE,Italy
3123,Vicolo delle Palle,162,46731,Rome,RM,Italy
3124,Via della Moscova,181,20158,Naples,NA,Italy
3125,Via dei Serpenti,58,60601,Bergamo,BG,Italy
3126,Via dei Greci,199,77001,Cesena,FC,Italy
3127,Via Panisperna,34,77001,Rimini,RN,Italy
3128,Via della Moscova,17,85001,Novara,NO,Italy
3129,Via Tiburtina,119,77001,Ancona,AN,Italy
3130,Piazza del Popolo,152,90001,Reggio Emilia,RE,Italy
3131,Via dei Fori Imperiali,66,2374,Terni,TR,Italy
3132,Via dei Condotti,7,77001,Terni,TR,Italy
3133,Piazza di Spagna,140,2374,Perugia,PG,Italy
3134,Corso Buenos Aires,182,10001,Palermo,PA,Italy
3135,Via Appia Antica,20,69696,Padua,PD,Italy
3136,Corso Italia,145,85001,Milan,MI,Italy
3137,Via Cavour,75,20158,Udine,UD,Italy
3138,Vicolo Fiori,58,90001,Catania,CT,Italy
3139,Via Margutta,200,20158,Modena,MO,Italy
3140,Via Giulia,18,85001,Naples,NA,Italy
3141,Via Montenapoleone,108,69696,Salerno,SA,Italy
3142,Corso Umberto I,106,10001,Siracusa,SR,Italy
3143,Viale Trastevere,188,46731,Prato,PO,Italy
3144,Piazza San Marco,141,10001,Pescara,PE,Italy
3145,Vicolo delle Palle,58,69696,Padua,PD,Italy
3146,Via del Tritone,10,77001,Cagliari,CA,Italy
3147,Via della Moscova,33,10001,Terni,TR,Italy
3148,Piazza del Popolo,148,85001,Brescia,BS,Italy
3149,Viale Ceccarini,43,10001,Rimini,RN,Italy
3150,Via dei Condotti,179,46731,Taranto,TA,Italy
3151,Via della Mosca,190,60601,Siracusa,SR,Italy
3152,Vicolo Fiori,115,60601,Naples,NA,Italy
3153,Via dei Serpenti,72,77001,Taranto,TA,Italy
3154,Via della Croce,14,69696,Prato,PO,Italy
3155,Via del Corso,179,60601,Perugia,PG,Italy
3156,Via dei Condotti,152,10001,Giugliano in Campania,NA,Italy
3157,Viale Parioli,37,10001,Reggio Emilia,RE,Italy
3158,Via della Moscova,60,69696,Genoa,GE,Italy
3159,Piazza di Spagna,178,85001,Piacenza,PC,Italy
3160,Via Tiburtina,24,20158,Latina,LT,Italy
3161,Viale delle Milizie,56,46731,Forlì,FC,Italy
3162,Via XX Settembre,138,90001,Ancona,AN,Italy
3163,Viale Trastevere,104,2374,Reggio Calabria,RC,Italy
3164,Via del Tritone,17,10001,Udine,UD,Italy
3165,Via Giulia,83,69696,Forlì,FC,Italy
3166,Via del Tritone,84,85001,Taranto,TA,Italy
3167,Via Manzoni,11,60601,Novara,NO,Italy
3168,Piazza San Marco,89,2374,Terni,TR,Italy
3169,Viale Parioli,142,20158,Milan,MI,Italy
3170,Via Flaminia,34,60601,Trento,TN,Italy
3171,Via Montenapoleone,118,46731,Trieste,TS,Italy
3172,Via XX Settembre,9,46731,Naples,NA,Italy
3173,Via Cavour,180,60601,Bergamo,BG,Italy
3174,Vicolo delle Palle,37,90001,Turin,TO,Italy
3175,Via della Repubblica,46,20158,Siracusa,SR,Italy
3176,Via Panisperna,94,20158,Modena,MO,Italy
3177,Via Giulia,65,2374,Rome,RM,Italy
3178,Viale dell'Arte,17,2374,Foggia,FG,Italy
3179,Via dei Greci,40,77001,Piacenza,PC,Italy
3180,Via della Moscova,172,60601,Florence,FI,Italy
3181,Via Montenapoleone,150,10001,Ferrara,FE,Italy
3182,Via XX Settembre,106,90001,Trento,TN,Italy
3183,Corso Venezia,198,69696,Novara,NO,Italy
3184,Viale dei Mille,188,69696,Rome,RM,Italy
3185,Via Appia Antica,4,10001,Bari,BA,Italy
3186,Via della Mosca,48,69696,Forlì,FC,Italy
3187,Via della Croce,196,85001,Rome,RM,Italy
3188,Viale delle Milizie,158,20158,Naples,NA,Italy
3189,Via della Croce,109,90001,Verona,VR,Italy
3190,Via della Moscova,155,46731,Milan,MI,Italy
3191,Via della Moscova,66,20158,Reggio Calabria,RC,Italy
3192,Via dei Serpenti,121,90001,Ferrara,FE,Italy
3193,Viale Trastevere,53,46731,Sassari,SS,Italy
3194,Vicolo delle Palle,75,10001,Cesena,FC,Italy
3195,Via Tiburtina,105,69696,Udine,UD,Italy
3196,Vicolo delle Palle,38,46731,Ravenna,RA,Italy
3197,Viale dei Traghetti,194,90001,Bergamo,BG,Italy
3198,Viale Ceccarini,134,46731,Andria,BT,Italy
3199,Viale Parioli,16,90001,Livorno,LI,Italy
3200,Via Montenapoleone,171,46731,Brescia,BS,Italy
3201,Via XX Settembre,108,20158,Monza,MB,Italy
3202,Via Panisperna,138,2374,Sassari,SS,Italy
3203,Via Panisperna,72,46731,Verona,VR,Italy
3204,Via Montenapoleone,104,2374,Livorno,LI,Italy
3205,Via Flaminia,94,10001,Novara,NO,Italy
3206,Viale dell'Arte,166,46731,Bolzano,BZ,Italy
3207,Viale Parioli,135,10001,Piacenza,PC,Italy
3208,Vicolo Fiori,98,20158,Bolzano,BZ,Italy
3209,Via del Tritone,138,2374,Messina,ME,Italy
3210,Viale dei Mille,164,10001,Piacenza,PC,Italy
3211,Via Manzoni,174,85001,Terni,TR,Italy
3212,Via Giulia,149,2374,Genoa,GE,Italy
3213,Via dei Greci,127,2374,Catania,CT,Italy
3214,Piazza del Popolo,152,90001,Andria,BT,Italy
3215,Via Manzoni,7,46731,Brescia,BS,Italy
3216,Corso Italia,43,2374,Cagliari,CA,Italy
3217,Piazza Navona,198,20158,Pescara,PE,Italy
3218,Viale Trastevere,82,77001,Salerno,SA,Italy
3219,Vicolo Stretto,168,69696,Arezzo,AR,Italy
3220,Via del Tritone,108,77001,Andria,BT,Italy
3221,Via Tiburtina,2,85001,Florence,FI,Italy
3222,Via Flaminia,95,46731,Prato,PO,Italy
3223,Viale delle Milizie,143,69696,Catania,CT,Italy
3224,Via della Croce,30,60601,Trento,TN,Italy
3225,Via Montenapoleone,152,69696,Padua,PD,Italy
3226,Vicolo delle Palle,126,20158,Bologna,BO,Italy
3227,Viale Trastevere,141,60601,Foggia,FG,Italy
3228,Via della Croce,23,2374,Perugia,PG,Italy
3229,Viale Trastevere,194,69696,Trento,TN,Italy
3230,Via Panisperna,159,85001,Trento,TN,Italy
3231,Piazza del Popolo,53,20158,Milan,MI,Italy
3232,Piazza Navona,181,20158,Pescara,PE,Italy
3233,Via dei Serpenti,105,90001,Pescara,PE,Italy
3234,Via dei Serpenti,63,90001,Rome,RM,Italy
3235,Corso Umberto I,134,20158,Reggio Emilia,RE,Italy
3236,Viale Parioli,134,60601,Cagliari,CA,Italy
3237,Via del Corso,11,69696,Prato,PO,Italy
3238,Via del Corso,98,46731,Padua,PD,Italy
3239,Piazza San Marco,158,20158,Giugliano in Campania,NA,Italy
3240,Via Appia Antica,182,46731,Ravenna,RA,Italy
3241,Viale Ceccarini,64,77001,Perugia,PG,Italy
3242,Corso Garibaldi,121,10001,Piacenza,PC,Italy
3243,Corso Italia,186,60601,Verona,VR,Italy
3244,Piazza San Marco,63,85001,Sassari,SS,Italy
3245,Piazza di Spagna,46,85001,Bari,BA,Italy
3246,Via dei Condotti,102,20158,Cagliari,CA,Italy
3247,Corso Vittorio Emanuele,180,90001,Livorno,LI,Italy
3248,Viale Ceccarini,102,20158,Bolzano,BZ,Italy
3249,Vicolo delle Palle,136,69696,Rome,RM,Italy
3250,Viale Trastevere,108,85001,Perugia,PG,Italy
3251,Via Cavour,160,90001,Catania,CT,Italy
3252,Corso Magenta,136,60601,Livorno,LI,Italy
3253,Corso Buenos Aires,192,85001,Vicenza,VI,Italy
3254,Corso Italia,119,60601,Milan,MI,Italy
3255,Vicolo Fiori,133,85001,Foggia,FG,Italy
3256,Viale dei Mille,165,2374,Monza,MB,Italy
3257,Corso Magenta,13,20158,Udine,UD,Italy
3258,Piazza di Spagna,154,10001,Padua,PD,Italy
3259,Viale Parioli,197,46731,Andria,BT,Italy
3260,Via della Mosca,166,85001,Rome,RM,Italy
3261,Corso Umberto I,102,77001,Bologna,BO,Italy
3262,Corso Italia,122,60601,Salerno,SA,Italy
3263,Via della Moscova,78,85001,Andria,BT,Italy
3264,Vicolo Stretto,82,77001,Reggio Calabria,RC,Italy
3265,Vicolo Stretto,185,46731,Andria,BT,Italy
3266,Corso Vittorio Emanuele,53,69696,Latina,LT,Italy
3267,Via Panisperna,33,46731,Padua,PD,Italy
3268,Corso Garibaldi,57,69696,Bolzano,BZ,Italy
3269,Via Manzoni,108,20158,Brescia,BS,Italy
3270,Corso Magenta,6,46731,Bolzano,BZ,Italy
3271,Via dei Greci,117,20158,Brescia,BS,Italy
3272,Via dei Condotti,104,85001,Latina,LT,Italy
3273,Via Panisperna,195,77001,Udine,UD,Italy
3274,Vicolo delle Palle,43,69696,Venice,VE,Italy
3275,Corso Garibaldi,37,90001,Palermo,PA,Italy
3276,Viale Milano,15,2374,Salerno,SA,Italy
3277,Via della Moscova,138,10001,Siracusa,SR,Italy
3278,Viale dell'Arte,144,77001,Naples,NA,Italy
3279,Via dei Greci,106,60601,Siracusa,SR,Italy
3280,Viale Trastevere,40,2374,Bolzano,BZ,Italy
3281,Via della Repubblica,192,46731,Piacenza,PC,Italy
3282,Viale Milano,101,46731,Catania,CT,Italy
3283,Via Garibaldi,170,77001,Reggio Emilia,RE,Italy
3284,Corso Buenos Aires,160,46731,Reggio Emilia,RE,Italy
3285,Piazza di Spagna,162,85001,Udine,UD,Italy
3286,Via del Corso,116,10001,Ferrara,FE,Italy
3287,Corso Garibaldi,44,77001,Palermo,PA,Italy
3288,Via Tiburtina,28,60601,Trieste,TS,Italy
3289,Viale dell'Arte,53,20158,Trieste,TS,Italy
3290,Via Margutta,133,2374,Bari,BA,Italy
3291,Via Tiburtina,86,69696,Giugliano in Campania,NA,Italy
3292,Via Margutta,141,90001,Rome,RM,Italy
3293,Via Tiburtina,140,2374,Bergamo,BG,Italy
3294,Via Dante,143,90001,Messina,ME,Italy
3295,Via XX Settembre,98,46731,Florence,FI,Italy
3296,Via Roma,52,10001,Reggio Emilia,RE,Italy
3297,Viale dei Traghetti,117,20158,Bolzano,BZ,Italy
3298,Via della Moscova,64,90001,Verona,VR,Italy
3299,Via dei Condotti,102,77001,Rimini,RN,Italy
3300,Piazza del Popolo,58,2374,Brescia,BS,Italy
3301,Via Garibaldi,96,10001,Latina,LT,Italy
3302,Piazza Navona,191,60601,Terni,TR,Italy
3303,Corso Magenta,71,2374,Ravenna,RA,Italy
3304,Via Appia Antica,106,2374,Vicenza,VI,Italy
3305,Via Margutta,183,2374,Prato,PO,Italy
3306,Corso Umberto I,21,60601,Catania,CT,Italy
3307,Piazza San Marco,131,20158,Trieste,TS,Italy
3308,Corso Buenos Aires,11,10001,Piacenza,PC,Italy
3309,Via della Croce,195,90001,Padua,PD,Italy
3310,Via Tiburtina,184,10001,Sassari,SS,Italy
3311,Via Giulia,58,69696,Foggia,FG,Italy
3312,Vicolo Stretto,31,69696,Piacenza,PC,Italy
3313,Via Garibaldi,161,60601,Taranto,TA,Italy
3314,Via Cavour,138,90001,Reggio Calabria,RC,Italy
3315,Viale dell'Arte,38,90001,Reggio Emilia,RE,Italy
3316,Via Giulia,193,46731,Novara,NO,Italy
3317,Corso Umberto I,23,10001,Ferrara,FE,Italy
3318,Via della Mosca,112,46731,Arezzo,AR,Italy
3319,Viale dei Traghetti,98,10001,Piacenza,PC,Italy
3320,Via Dante,183,60601,Reggio Emilia,RE,Italy
3321,Corso Umberto I,49,46731,Naples,NA,Italy
3322,Via Giulia,139,69696,Reggio Calabria,RC,Italy
3323,Viale delle Milizie,185,46731,Padua,PD,Italy
3324,Viale Trastevere,168,90001,Bolzano,BZ,Italy
3325,Vicolo delle Erbe,143,46731,Piacenza,PC,Italy
3326,Viale dei Traghetti,127,77001,Terni,TR,Italy
3327,Corso Italia,83,46731,Sassari,SS,Italy
3328,Via della Mosca,167,90001,Perugia,PG,Italy
3329,Via Cavour,17,77001,Messina,ME,Italy
3330,Via Flaminia,115,90001,Perugia,PG,Italy
3331,Via dei Serpenti,68,10001,Pescara,PE,Italy
3332,Via Tiburtina,2,77001,Modena,MO,Italy
3333,Via della Croce,5,77001,Rome,RM,Italy
3334,Vicolo delle Palle,63,20158,Reggio Calabria,RC,Italy
3335,Via dei Fori Imperiali,178,60601,Trieste,TS,Italy
3336,Vicolo Stretto,130,85001,Piacenza,PC,Italy
3337,Via del Tritone,52,90001,Terni,TR,Italy
3338,Viale Milano,65,2374,Foggia,FG,Italy
3339,Via Montenapoleone,1,77001,Venice,VE,Italy
3340,Via Cavour,27,85001,Cagliari,CA,Italy
3341,Viale dei Traghetti,51,85001,Foggia,FG,Italy
3342,Viale Trastevere,136,20158,Bari,BA,Italy
3343,Corso Vittorio Emanuele,85,85001,Siracusa,SR,Italy
3344,Via della Croce,193,77001,Padua,PD,Italy
3345,Viale dell'Arte,177,20158,Venice,VE,Italy
3346,Vicolo Stretto,182,69696,Vicenza,VI,Italy
3347,Via XX Settembre,132,20158,Milan,MI,Italy
3348,Vicolo delle Palle,17,85001,Milan,MI,Italy
3349,Vicolo delle Erbe,53,90001,Turin,TO,Italy
3350,Via dei Condotti,135,60601,Reggio Calabria,RC,Italy
3351,Vicolo Fiori,138,77001,Piacenza,PC,Italy
3352,Via Giulia,196,60601,Messina,ME,Italy
3353,Via dei Serpenti,133,46731,Piacenza,PC,Italy
3354,Viale dei Mille,96,90001,Monza,MB,Italy
3355,Corso Garibaldi,2,2374,Ravenna,RA,Italy
3356,Corso Umberto I,4,85001,Turin,TO,Italy
3357,Vicolo delle Palle,45,60601,Padua,PD,Italy
3358,Viale dei Mille,176,90001,Reggio Calabria,RC,Italy
3359,Vicolo delle Palle,69,60601,Trento,TN,Italy
3360,Via Montenapoleone,185,77001,Catania,CT,Italy
3361,Vicolo Stretto,135,90001,Cagliari,CA,Italy
3362,Via della Fortezza,125,85001,Turin,TO,Italy
3363,Vicolo delle Erbe,195,90001,Perugia,PG,Italy
3364,Via Appia Antica,100,85001,Ravenna,RA,Italy
3365,Via della Repubblica,175,46731,Bologna,BO,Italy
3366,Piazza Navona,181,60601,Naples,NA,Italy
3367,Via Appia Antica,26,46731,Taranto,TA,Italy
3368,Corso Vittorio Emanuele,168,69696,Arezzo,AR,Italy
3369,Via Manzoni,171,60601,Milan,MI,Italy
3370,Via Manzoni,125,85001,Bologna,BO,Italy
3371,Piazza San Marco,84,69696,Rimini,RN,Italy
3372,Via Tiburtina,173,77001,Pescara,PE,Italy
3373,Viale Ceccarini,185,77001,Messina,ME,Italy
3374,Via della Fortezza,184,60601,Bari,BA,Italy
3375,Via della Moscova,166,69696,Cesena,FC,Italy
3376,Via dei Condotti,111,10001,Venice,VE,Italy
3377,Via Appia Antica,138,90001,Livorno,LI,Italy
3378,Corso Italia,40,10001,Pescara,PE,Italy
3379,Corso Italia,106,10001,Sassari,SS,Italy
3380,Viale Parioli,132,2374,Terni,TR,Italy
3381,Via dei Greci,117,69696,Bologna,BO,Italy
3382,Viale dei Mille,32,2374,Giugliano in Campania,NA,Italy
3383,Via dei Greci,190,69696,Sassari,SS,Italy
3384,Via dei Condotti,117,60601,Reggio Emilia,RE,Italy
3385,Via Flaminia,115,10001,Perugia,PG,Italy
3386,Via Giulia,130,60601,Prato,PO,Italy
3387,Piazza Navona,114,46731,Messina,ME,Italy
3388,Via Roma,199,85001,Reggio Emilia,RE,Italy
3389,Via Cavour,144,20158,Siracusa,SR,Italy
3390,Viale Milano,22,60601,Piacenza,PC,Italy
3391,Viale Ceccarini,128,69696,Padua,PD,Italy
3392,Corso Vittorio Emanuele,63,46731,Ancona,AN,Italy
3393,Via Appia Antica,28,90001,Pescara,PE,Italy
3394,Corso Vittorio Emanuele,103,20158,Bologna,BO,Italy
3395,Viale Milano,121,2374,Piacenza,PC,Italy
3396,Viale delle Milizie,94,85001,Giugliano in Campania,NA,Italy
3397,Corso Buenos Aires,130,77001,Rimini,RN,Italy
3398,Via Cavour,129,2374,Latina,LT,Italy
3399,Viale Parioli,169,20158,Foggia,FG,Italy
3400,Via della Repubblica,151,60601,Pescara,PE,Italy
3401,Via della Repubblica,64,69696,Rimini,RN,Italy
3402,Via Tiburtina,101,90001,Monza,MB,Italy
3403,Viale Trastevere,29,90001,Florence,FI,Italy
3404,Via Flaminia,185,90001,Salerno,SA,Italy
3405,Corso Umberto I,35,2374,Cesena,FC,Italy
3406,Via Garibaldi,158,85001,Genoa,GE,Italy
3407,Corso Buenos Aires,132,90001,Bergamo,BG,Italy
3408,Piazza Navona,23,90001,Catania,CT,Italy
3409,Via Appia Antica,27,90001,Forlì,FC,Italy
3410,Via della Mosca,191,77001,Padua,PD,Italy
3411,Corso Garibaldi,47,2374,Rimini,RN,Italy
3412,Via del Corso,23,77001,Bergamo,BG,Italy
3413,Piazza di Spagna,58,2374,Monza,MB,Italy
3414,Viale Parioli,128,69696,Palermo,PA,Italy
3415,Via Manzoni,68,10001,Florence,FI,Italy
3416,Via della Fortezza,83,60601,Reggio Emilia,RE,Italy
3417,Corso Garibaldi,30,90001,Trieste,TS,Italy
3418,Viale dei Mille,182,60601,Messina,ME,Italy
3419,Vicolo Stretto,178,90001,Cagliari,CA,Italy
3420,Corso Garibaldi,79,46731,Turin,TO,Italy
3421,Vicolo Stretto,16,85001,Bergamo,BG,Italy
3422,Via Montenapoleone,198,69696,Rome,RM,Italy
3423,Vicolo Fiori,84,90001,Prato,PO,Italy
3424,Via della Mosca,95,77001,Udine,UD,Italy
3425,Via Roma,129,20158,Bergamo,BG,Italy
3426,Via XX Settembre,189,2374,Reggio Calabria,RC,Italy
3427,Via dei Condotti,75,85001,Cesena,FC,Italy
3428,Via della Fortezza,51,2374,Modena,MO,Italy
3429,Via Garibaldi,4,10001,Udine,UD,Italy
3430,Via della Fortezza,128,2374,Prato,PO,Italy
3431,Via Panisperna,89,20158,Piacenza,PC,Italy
3432,Via dei Fori Imperiali,77,46731,Salerno,SA,Italy
3433,Via XX Settembre,182,77001,Bergamo,BG,Italy
3434,Viale dei Mille,58,69696,Genoa,GE,Italy
3435,Via XX Settembre,101,85001,Naples,NA,Italy
3436,Via Panisperna,21,46731,Sassari,SS,Italy
3437,Via XX Settembre,58,60601,Reggio Emilia,RE,Italy
3438,Viale Ceccarini,125,69696,Perugia,PG,Italy
3439,Corso Venezia,129,46731,Rome,RM,Italy
3440,Via Roma,68,77001,Reggio Calabria,RC,Italy
3441,Corso Vittorio Emanuele,46,2374,Trieste,TS,Italy
3442,Piazza Navona,22,60601,Taranto,TA,Italy
3443,Vicolo delle Erbe,23,10001,Novara,NO,Italy
3444,Viale Parioli,55,2374,Novara,NO,Italy
3445,Viale Milano,67,2374,Ferrara,FE,Italy
3446,Piazza di Spagna,159,60601,Siracusa,SR,Italy
3447,Viale dell'Arte,46,2374,Novara,NO,Italy
3448,Piazza Navona,90,85001,Reggio Calabria,RC,Italy
3449,Corso Buenos Aires,191,90001,Prato,PO,Italy
3450,Via del Tritone,23,46731,Vicenza,VI,Italy
3451,Corso Garibaldi,7,90001,Udine,UD,Italy
3452,Via Dante,10,20158,Padua,PD,Italy
3453,Corso Venezia,46,90001,Messina,ME,Italy
3454,Corso Buenos Aires,22,60601,Milan,MI,Italy
3455,Via Flaminia,124,77001,Vicenza,VI,Italy
3456,Via dei Condotti,6,90001,Messina,ME,Italy
3457,Viale dell'Arte,34,46731,Pescara,PE,Italy
3458,Viale Milano,147,69696,Bologna,BO,Italy
3459,Via Roma,27,85001,Florence,FI,Italy
3460,Via Margutta,15,90001,Terni,TR,Italy
3461,Viale dei Traghetti,181,2374,Giugliano in Campania,NA,Italy
3462,Via Giulia,4,20158,Ancona,AN,Italy
3463,Viale dei Colli Portuensi,184,69696,Turin,TO,Italy
3464,Via Giulia,19,60601,Bergamo,BG,Italy
